test_id,workspace,persona,preconditions,route,control_id,action,expected,evidence_required,side_effect_class,cleanup,automation_layer,status,defect_ref,approval_ref
CTRL.CENSUS.0369,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/public-onboarding.tsx:324:onChange:1,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0370,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/public-onboarding.tsx:329:Link:1,Exercise Link and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0371,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/public-onboarding.tsx:329:button:2,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0372,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/public-onboarding.tsx:329:onClick:3,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0373,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/public-onboarding.tsx:330:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0374,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/public-onboarding.tsx:330:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0375,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/public-onboarding.tsx:330:button:3,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0376,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/public-onboarding.tsx:375:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0377,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/public-onboarding.tsx:375:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0378,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/public-onboarding.tsx:381:textarea:1,Exercise textarea and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0379,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/public-onboarding.tsx:381:onChange:2,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0380,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/publishing-destinations.tsx:32:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0381,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/publishing-destinations.tsx:82:summary:1,Exercise summary and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,3,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0382,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/quest-completion.tsx:31:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0383,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/quest-completion.tsx:31:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0384,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/rank-tracker-workspace.tsx:119:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0385,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/rank-tracker-workspace.tsx:119:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0386,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/rank-tracker-workspace.tsx:120:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0387,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/rank-tracker-workspace.tsx:120:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0388,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/rank-tracker-workspace.tsx:121:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0389,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/rank-tracker-workspace.tsx:121:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0390,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/rank-tracker-workspace.tsx:122:form:1,Exercise form and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0391,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/rank-tracker-workspace.tsx:122:onSubmit:2,Exercise onSubmit and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0392,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/rank-tracker-workspace.tsx:122:input:3,Exercise input and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0393,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/rank-tracker-workspace.tsx:122:onChange:4,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0394,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/rank-tracker-workspace.tsx:122:button:5,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0395,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/rank-tracker-workspace.tsx:126:form:1,Exercise form and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0396,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/rank-tracker-workspace.tsx:126:onSubmit:2,Exercise onSubmit and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0397,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/rank-tracker-workspace.tsx:126:input:3,Exercise input and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0398,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/rank-tracker-workspace.tsx:126:onChange:4,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0399,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/rank-tracker-workspace.tsx:126:button:5,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0400,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/rank-tracker-workspace.tsx:131:a:1,Exercise a and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0401,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/rank-tracker-workspace.tsx:131:select:2,Exercise select and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0402,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/rank-tracker-workspace.tsx:131:onChange:3,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0403,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/roadmap-experience.tsx:83:Link:1,Exercise Link and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0404,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/roadmap-experience.tsx:120:Link:1,Exercise Link and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0405,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/roadmap-experience.tsx:129:Link:1,Exercise Link and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0406,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/roadmap-experience.tsx:140:summary:1,Exercise summary and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0407,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/roadmap-experience.tsx:148:summary:1,Exercise summary and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0408,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/webflow-integration-action.tsx:95:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0409,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/webflow-integration-action.tsx:95:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0410,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/webflow-integration-action.tsx:97:form:1,Exercise form and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0411,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/webflow-integration-action.tsx:97:onSubmit:2,Exercise onSubmit and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0412,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/webflow-integration-action.tsx:98:input:1,Exercise input and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0413,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/webflow-integration-action.tsx:100:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0414,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/webflow-integration-action.tsx:102:form:1,Exercise form and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0415,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/webflow-integration-action.tsx:102:onSubmit:2,Exercise onSubmit and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0416,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/webflow-integration-action.tsx:106:input:1,Exercise input and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0417,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/webflow-integration-action.tsx:110:onChange:1,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0418,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/webflow-integration-action.tsx:117:select:1,Exercise select and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0419,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/webflow-integration-action.tsx:117:onChange:2,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0420,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/webflow-integration-action.tsx:119:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0421,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/webflow-integration-action.tsx:120:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0422,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/webflow-integration-action.tsx:120:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0423,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/website-profile-card.tsx:70:input:1,Exercise input and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0424,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/website-profile-card.tsx:73:onChange:1,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0425,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/website-profile-card.tsx:84:input:1,Exercise input and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0426,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/website-profile-card.tsx:87:onChange:1,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0427,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/website-profile-card.tsx:107:input:1,Exercise input and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0428,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/website-profile-card.tsx:107:onChange:2,Exercise onChange and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0429,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/website-profile-card.tsx:116:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0430,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/website-profile-card.tsx:116:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0431,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-focus.tsx:38:Link:1,Exercise Link and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0432,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-focus.tsx:39:Link:1,Exercise Link and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0433,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-focus.tsx:52:Link:1,Exercise Link and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0434,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-focus.tsx:52:a:2,Exercise a and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0435,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-loop.tsx:121:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0436,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-loop.tsx:121:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0437,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-loop.tsx:126:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0438,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-loop.tsx:126:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0439,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-loop.tsx:134:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0440,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-loop.tsx:134:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0441,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-loop.tsx:134:role:3,Exercise role and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0442,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-loop.tsx:150:a:1,Exercise a and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0443,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-loop.tsx:152:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0444,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-loop.tsx:152:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0445,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-loop.tsx:156:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0446,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-loop.tsx:156:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
CTRL.CENSUS.0447,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-loop.tsx:162:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0448,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-loop.tsx:162:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,2,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0449,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-task-list.tsx:101:summary:1,Exercise summary and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0450,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-task-list.tsx:103:Link:1,Exercise Link and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0451,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-task-list.tsx:104:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0452,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-task-list.tsx:104:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0453,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-task-list.tsx:105:a:1,Exercise a and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0454,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-task-list.tsx:106:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0455,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-task-list.tsx:106:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0456,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-task-list.tsx:107:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0457,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-task-list.tsx:107:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0458,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-task-list.tsx:108:button:1,Exercise button and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0459,STG_DISPOSABLE,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-task-list.tsx:108:onClick:2,Exercise onClick and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+network+database+cleanup,1,Restore disposable fixture,integration+e2e,NOT RUN,,
CTRL.CENSUS.0460,SF_PROD,owner_jose,Authenticated workspace; seeded state matching the control,component,src/components/weekly-task-list.tsx:113:Link:1,Exercise Link and verify its documented behavior,Expected state transition occurs once; rendered and persisted data retain the selected website provenance,trace+screenshot+network,0,none,e2e,NOT RUN,,
